model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize
5 series,2018-01-01,28500,automatic,11162,diesel,145,60.1,3.0
5 series,2016-01-01,15797,automatic,33689,diesel,30,62.8,2.0
3 series,2014-01-01,12692,manual,33179,petrol,200,43.5,2.0
3 series,2017-01-01,16220,manual,28796,petrol,125,45.6,2.0
2 series,2014-01-01,13227,automatic,29236,petrol,145,47.1,2.0
3 series,2019-01-01,28500,automatic,6072,petrol,145,45.6,2.0
3 series,2017-01-01,20950,automatic,26916,diesel,125,57.6,2.0
4 series,2019-01-01,25000,automatic,8016,diesel,145,60.1,2.0
z4,2019-01-01,31500,automatic,1682,petrol,145,38.7,2.0
3 series,2017-01-01,20500,automatic,28580,diesel,145,51.4,3.0
x5,2019-01-01,52350,automatic,4158,petrol,145,27.2,3.0
1 series,2016-01-01,10499,manual,24877,diesel,0,83.1,1.5
4 series,2017-01-01,17557,automatic,36564,diesel,145,65.7,2.0
x4,2019-01-01,38750,automatic,9793,diesel,145,42.8,2.0
m6,2015-01-01,33500,automatic,28314,petrol,555,28.5,4.4
5 series,2019-01-01,25850,automatic,7999,petrol,145,50.4,2.0
3 series,2019-01-01,23950,automatic,7951,petrol,150,47.9,2.0
3 series,2019-01-01,28500,automatic,5109,petrol,150,42.2,2.0
3 series,2014-01-01,13350,automatic,42686,diesel,125,60.1,2.0
x5,2016-01-01,29999,automatic,36996,diesel,200,47.1,3.0
x5,2016-01-01,28299,automatic,40732,hybrid,0,85.6,2.0
6 series,2017-01-01,23750,automatic,39890,diesel,145,49.6,3.0
1 series,2014-01-01,9600,manual,60586,diesel,125,58.9,2.0
1 series,2012-01-01,6500,manual,58480,diesel,125,58.9,2.0
4 series,2015-01-01,14699,manual,28334,diesel,125,58.9,2.0
1 series,2017-01-01,14275,automatic,9078,diesel,145,72.4,1.5
1 series,2016-01-01,10999,automatic,65141,diesel,0,74.3,2.0
1 series,2013-01-01,9899,manual,32102,petrol,145,50.4,1.6
1 series,2013-01-01,9145,manual,48399,diesel,30,65.7,2.0
3 series,2016-01-01,17850,automatic,28702,hybrid,0,134.5,2.0
1 series,2018-01-01,15881,manual,9774,petrol,145,37.2,1.5
3 series,2016-01-01,13999,automatic,32986,diesel,0,74.3,2.0
x1,2017-01-01,16699,manual,51835,diesel,145,58.9,2.0
1 series,2019-01-01,15989,automatic,7880,petrol,145,55.5,1.5
3 series,2017-01-01,15899,automatic,33642,diesel,30,64.2,2.0
4 series,2016-01-01,16299,automatic,73740,diesel,145,55.4,3.0
3 series,2015-01-01,13999,automatic,30585,petrol,160,45.6,1.6
2 series,2014-01-01,16999,automatic,39573,petrol,260,37.2,3.0
3 series,2018-01-01,17399,automatic,29433,diesel,145,62.8,2.0
5 series,2015-01-01,16899,automatic,18641,petrol,200,43.5,2.0
5 series,2015-01-01,11999,automatic,71973,diesel,30,62.8,2.0
5 series,2018-01-01,23200,automatic,9621,diesel,145,68.9,2.0
1 series,2015-01-01,17999,automatic,8064,petrol,235,37.7,3.0
x3,2014-01-01,17899,automatic,55147,diesel,200,47.1,3.0
4 series,2016-01-01,17799,automatic,20986,diesel,125,60.1,2.0
4 series,2014-01-01,16399,automatic,58488,diesel,160,50.4,3.0
1 series,2018-01-01,14399,manual,16518,petrol,145,37.7,1.5
3 series,2018-01-01,19999,automatic,22510,diesel,145,64.2,2.0
3 series,2016-01-01,16479,automatic,25709,diesel,125,60.1,2.0
3 series,2016-01-01,13799,automatic,47262,diesel,30,62.8,2.0
4 series,2016-01-01,17999,automatic,21280,petrol,145,48.7,2.0
5 series,2016-01-01,15995,automatic,28608,diesel,30,62.8,2.0
3 series,2016-01-01,16699,automatic,45089,hybrid,0,134.5,2.0
3 series,2018-01-01,17699,automatic,23814,diesel,145,64.2,2.0
1 series,2017-01-01,11999,manual,32140,diesel,145,72.4,1.5
x1,2016-01-01,20000,automatic,18829,petrol,160,44.8,2.0
3 series,2016-01-01,13999,manual,52713,diesel,30,64.2,2.0
1 series,2019-01-01,15199,manual,8807,petrol,145,53.3,1.5
5 series,2013-01-01,11982,automatic,60702,diesel,125,57.6,2.0
1 series,2013-01-01,9765,automatic,52799,diesel,30,64.2,2.0
2 series,2018-01-01,20000,automatic,18673,diesel,145,47.1,2.0
4 series,2018-01-01,20499,automatic,9629,petrol,145,45.6,2.0
3 series,2015-01-01,11999,automatic,29595,diesel,30,62.8,2.0
3 series,2016-01-01,13699,automatic,72111,diesel,30,62.8,2.0
3 series,2018-01-01,22425,automatic,4136,petrol,145,46.3,2.0
6 series,2013-01-01,17512,automatic,43186,diesel,160,49.6,3.0
3 series,2017-01-01,17999,automatic,31621,diesel,145,53.3,3.0
3 series,2014-01-01,10399,manual,62714,diesel,30,62.8,2.0
x4,2017-01-01,18999,automatic,68689,diesel,145,54.3,2.0
5 series,2014-01-01,13541,automatic,67000,diesel,145,55.4,2.0
3 series,2016-01-01,13941,automatic,41969,diesel,30,67.3,2.0
5 series,2013-01-01,11599,automatic,58995,diesel,200,48.7,3.0
5 series,2016-01-01,16499,automatic,33370,diesel,125,60.1,2.0
3 series,2016-01-01,11299,manual,54662,diesel,30,67.3,2.0
1 series,2019-01-01,15989,automatic,5553,petrol,145,55.5,1.5
3 series,2013-01-01,11385,manual,46417,diesel,30,62.8,2.0
2 series,2018-01-01,14999,manual,18483,petrol,145,50.4,1.5
x1,2016-01-01,19000,automatic,27673,diesel,145,55.4,2.0
2 series,2017-01-01,15999,automatic,63039,hybrid,0,135.5,1.5
4 series,2017-01-01,15600,automatic,43290,diesel,30,65.7,2.0
4 series,2015-01-01,15700,automatic,30401,diesel,145,53.3,3.0
1 series,2015-01-01,12399,manual,25651,petrol,125,52.3,1.5
1 series,2014-01-01,10999,manual,42169,petrol,145,50.4,1.6
3 series,2015-01-01,12999,automatic,49018,diesel,20,70.6,2.0
1 series,2018-01-01,15999,automatic,18899,diesel,145,49.6,2.0
3 series,2013-01-01,10699,automatic,40022,diesel,30,62.8,2.0
1 series,2016-01-01,11800,manual,43334,diesel,30,65.7,2.0
3 series,2014-01-01,12523,automatic,31028,petrol,200,43.5,2.0
3 series,2018-01-01,18511,automatic,19857,petrol,145,48.7,2.0
2 series,2014-01-01,11799,manual,14264,petrol,160,44.8,2.0
1 series,2016-01-01,12392,automatic,27986,diesel,20,70.6,2.0
3 series,2017-01-01,19299,automatic,15873,diesel,145,54.3,3.0
x5,2014-01-01,21499,automatic,47683,diesel,200,49.6,2.0
1 series,2019-01-01,22699,automatic,14754,petrol,145,39.8,3.0
7 series,2016-01-01,26149,automatic,26093,diesel,145,53.3,3.0
1 series,2015-01-01,8999,manual,59828,diesel,20,72.4,1.5
x5,2018-01-01,30999,automatic,31016,diesel,145,47.1,3.0
1 series,2016-01-01,11545,manual,22780,diesel,0,83.1,1.5
3 series,2016-01-01,14999,automatic,48380,diesel,30,64.2,2.0
1 series,2017-01-01,15214,manual,16002,petrol,145,52.3,1.5
1 series,2018-01-01,19499,automatic,8316,diesel,145,44.1,2.0
1 series,2015-01-01,10999,manual,17544,petrol,125,53.3,1.5
3 series,2013-01-01,10559,manual,64107,diesel,30,61.4,2.0
4 series,2017-01-01,19600,automatic,19293,diesel,145,65.7,2.0
1 series,2015-01-01,15642,automatic,47361,petrol,235,37.7,3.0
5 series,2016-01-01,15499,automatic,34599,diesel,30,62.8,2.0
x1,2015-01-01,11399,automatic,51526,diesel,160,52.3,2.0
x1,2018-01-01,22499,automatic,11124,diesel,145,60.1,2.0
5 series,2017-01-01,20999,automatic,35431,diesel,145,65.7,2.0
3 series,2015-01-01,14199,automatic,62051,diesel,145,56.5,3.0
3 series,2017-01-01,18500,automatic,29130,hybrid,135,148.7,2.0
x3,2015-01-01,16348,automatic,88187,diesel,200,47.1,3.0
3 series,2015-01-01,10145,manual,55851,diesel,20,68.9,2.0
3 series,2016-01-01,14596,manual,18271,petrol,160,45.6,2.0
3 series,2016-01-01,14022,automatic,72820,hybrid,0,134.5,2.0
3 series,2013-01-01,8999,automatic,69172,diesel,20,68.9,2.0
2 series,2015-01-01,11499,manual,48937,diesel,30,62.8,2.0
x3,2013-01-01,9549,manual,67652,diesel,160,50.4,2.0
5 series,2016-01-01,13254,automatic,68816,diesel,30,62.8,2.0
x6,2013-01-01,17999,automatic,44176,diesel,300,37.7,3.0
x4,2017-01-01,23299,automatic,53888,diesel,145,47.9,3.0
1 series,2015-01-01,10499,manual,23893,diesel,0,83.1,1.5
1 series,2017-01-01,13799,manual,22072,diesel,145,65.7,2.0
3 series,2012-01-01,8545,manual,78112,diesel,30,61.4,2.0
1 series,2015-01-01,11499,manual,53716,diesel,30,62.8,2.0
x1,2017-01-01,12899,manual,66243,diesel,145,68.9,2.0
2 series,2016-01-01,12148,manual,21752,petrol,125,52.3,1.5
5 series,2017-01-01,18220,automatic,83352,diesel,145,65.7,2.0
1 series,2015-01-01,12099,manual,31321,diesel,30,64.2,2.0
4 series,2016-01-01,20999,automatic,30040,diesel,160,50.4,3.0
x1,2014-01-01,11499,automatic,58599,diesel,160,51.4,2.0
4 series,2017-01-01,17999,automatic,26839,diesel,30,65.7,2.0
1 series,2016-01-01,10699,manual,47210,diesel,0,83.1,1.5
1 series,2014-01-01,9099,manual,75924,diesel,30,65.7,2.0
5 series,2018-01-01,23699,automatic,16042,diesel,145,68.9,2.0
5 series,2016-01-01,14499,automatic,35644,diesel,20,68.9,2.0
x1,2016-01-01,21000,automatic,7390,petrol,160,44.8,2.0
2 series,2014-01-01,12499,manual,36479,diesel,125,58.9,2.0
1 series,2019-01-01,15989,automatic,5504,petrol,145,55.5,1.5
1 series,2015-01-01,9699,manual,36713,diesel,0,78.5,1.5
1 series,2016-01-01,17500,automatic,24299,petrol,235,37.7,3.0
4 series,2014-01-01,12699,manual,50348,diesel,125,58.9,2.0
4 series,2016-01-01,17199,automatic,31919,diesel,30,65.7,2.0
x1,2017-01-01,18199,automatic,29825,diesel,145,65.7,2.0
1 series,2018-01-01,20999,automatic,24205,petrol,145,39.8,3.0
x1,2012-01-01,9199,automatic,47152,diesel,200,45.6,2.0
z4,2009-01-01,7999,automatic,63179,petrol,300,33.2,2.5
5 series,2018-01-01,23399,automatic,20093,diesel,145,68.9,2.0
3 series,2018-01-01,20599,automatic,22478,petrol,145,47.9,2.0
3 series,2015-01-01,14499,manual,28656,petrol,145,47.9,2.0
1 series,2016-01-01,14699,automatic,22190,diesel,20,68.9,1.5
2 series,2015-01-01,11399,manual,32940,diesel,30,62.8,2.0
5 series,2014-01-01,12500,automatic,35677,diesel,30,62.8,2.0
3 series,2016-01-01,13787,automatic,46735,diesel,30,65.7,2.0
5 series,2015-01-01,12899,automatic,76096,diesel,125,60.1,2.0
1 series,2016-01-01,11799,manual,37549,diesel,20,70.6,1.5
1 series,2012-01-01,5999,manual,70876,diesel,145,56.5,2.0
6 series,2015-01-01,20000,automatic,40517,petrol,260,36.2,3.0
x5,2016-01-01,26000,automatic,47026,hybrid,0,85.6,2.0
6 series,2016-01-01,20999,automatic,45360,diesel,200,49.6,3.0
3 series,2016-01-01,12761,manual,34239,diesel,20,72.4,2.0
6 series,2015-01-01,19199,automatic,22797,diesel,160,49.6,3.0
3 series,2013-01-01,10688,automatic,43771,diesel,30,62.8,2.0
6 series,2008-01-01,8490,automatic,72000,diesel,260,40.9,3.0
1 series,2013-01-01,6450,manual,90000,diesel,30,65.7,2.0
3 series,2010-01-01,6490,automatic,81000,diesel,145,53.3,2.0
3 series,2010-01-01,5490,manual,77523,diesel,30,62.8,2.0
1 series,2013-01-01,8490,manual,70160,diesel,125,60.1,2.0
3 series,2015-01-01,9990,manual,44000,diesel,20,68.9,2.0
3 series,2011-01-01,7990,manual,34915,petrol,165,44.8,2.0
3 series,2018-01-01,19999,automatic,16882,diesel,145,62.8,2.0
3 series,2013-01-01,11470,manual,37030,diesel,30,62.8,2.0
4 series,2017-01-01,17940,automatic,38013,diesel,145,60.1,2.0
2 series,2016-01-01,12940,manual,55272,diesel,30,64.2,2.0
4 series,2018-01-01,23470,automatic,15307,diesel,145,52.3,3.0
1 series,2012-01-01,7240,manual,89462,diesel,30,62.8,2.0
1 series,2012-01-01,7940,manual,54811,diesel,125,60.1,2.0
x4,2016-01-01,20470,automatic,52131,diesel,150,54.3,2.0
1 series,2014-01-01,9990,manual,48165,diesel,30,64.2,2.0
x1,2013-01-01,8790,automatic,78661,diesel,165,52.3,2.0
3 series,2011-01-01,6290,manual,72082,diesel,125,60.1,2.0
3 series,2015-01-01,14699,automatic,64523,diesel,160,51.4,3.0
5 series,2019-01-01,21000,automatic,20789,petrol,145,50.4,2.0
4 series,2017-01-01,20000,automatic,14282,petrol,145,48.7,2.0
3 series,2016-01-01,15899,automatic,27562,diesel,145,56.5,3.0
5 series,2018-01-01,24299,automatic,9273,diesel,145,68.9,2.0
5 series,2017-01-01,23000,automatic,10740,diesel,145,65.7,2.0
5 series,2013-01-01,10100,automatic,89028,diesel,125,57.6,2.0
4 series,2015-01-01,16999,automatic,46028,diesel,125,58.9,2.0
3 series,2013-01-01,9943,manual,52438,diesel,125,60.1,2.0
1 series,2018-01-01,14000,manual,8228,diesel,145,68.9,2.0
2 series,2016-01-01,9989,manual,43201,diesel,20,68.9,2.0
5 series,2015-01-01,11930,automatic,89986,diesel,125,60.1,2.0
2 series,2015-01-01,11940,automatic,78913,diesel,30,62.8,2.0
1 series,2010-01-01,7450,automatic,75000,diesel,165,52.3,2.0
1 series,2017-01-01,14940,manual,13000,petrol,150,52.3,1.5
1 series,2015-01-01,9834,manual,55018,diesel,20,65.7,2.0
x1,2016-01-01,12940,automatic,81240,diesel,30,65.7,2.0
5 series,2015-01-01,13440,automatic,59775,diesel,30,62.8,2.0
1 series,2013-01-01,7940,manual,67916,diesel,30,65.7,2.0
5 series,2010-01-01,9249,automatic,94938,diesel,240,43.5,3.0
2 series,2016-01-01,12540,manual,81145,diesel,30,62.8,2.0
4 series,2017-01-01,12789,manual,85366,diesel,145,62.8,2.0
5 series,2016-01-01,16440,automatic,37323,diesel,125,60.1,2.0
2 series,2015-01-01,14470,automatic,16000,diesel,30,67.3,2.0
5 series,2018-01-01,21940,automatic,53519,other,135,156.9,2.0
1 series,2008-01-01,3940,manual,68000,petrol,150,48.7,1.6
1 series,2013-01-01,7440,manual,75323,petrol,145,49.6,1.6
1 series,2013-01-01,7340,manual,85871,petrol,145,49.6,1.6
1 series,2016-01-01,8940,manual,79675,diesel,0,83.1,1.5
x1,2017-01-01,15640,automatic,89232,diesel,145,65.7,2.0
1 series,2015-01-01,8869,manual,62574,diesel,0,83.1,1.5
3 series,2016-01-01,18439,automatic,32731,hybrid,0,134.5,2.0
1 series,2017-01-01,12338,manual,15770,diesel,0,83.1,1.5
4 series,2015-01-01,17899,automatic,23413,petrol,235,38.2,3.0
5 series,2016-01-01,16695,automatic,39727,diesel,125,60.1,2.0
z4,2012-01-01,10199,manual,49289,petrol,200,41.5,2.0
1 series,2016-01-01,10250,manual,46717,petrol,125,53.3,1.5
1 series,2015-01-01,10790,manual,29550,petrol,125,53.3,1.5
1 series,2017-01-01,11250,manual,30846,petrol,125,53.3,1.5
1 series,2017-01-01,11750,manual,12600,petrol,125,53.3,1.5
1 series,2012-01-01,6950,automatic,96596,diesel,30,64.2,2.0
4 series,2015-01-01,12970,manual,40276,diesel,30,67.3,2.0
3 series,2014-01-01,10230,automatic,98381,diesel,125,60.1,2.0
2 series,2018-01-01,13470,automatic,67062,diesel,145,51.4,2.0
3 series,2013-01-01,9490,automatic,56000,diesel,30,62.8,2.0
x1,2017-01-01,14930,manual,77484,diesel,20,68.9,2.0
5 series,2007-01-01,6470,automatic,75000,diesel,330,35.8,2.5
x5,2011-01-01,14970,automatic,69987,diesel,300,37.7,3.0
4 series,2016-01-01,17430,automatic,55381,diesel,145,53.3,3.0
2 series,2016-01-01,13940,automatic,79983,diesel,20,68.9,2.0
2 series,2017-01-01,12440,manual,32218,diesel,145,65.7,1.5
4 series,2015-01-01,11570,manual,78217,diesel,30,67.3,2.0
5 series,2016-01-01,12980,automatic,60337,diesel,20,68.9,2.0
3 series,2018-01-01,16940,manual,10000,petrol,150,52.3,1.5
4 series,2016-01-01,18640,automatic,21000,diesel,150,55.4,3.0
3 series,2013-01-01,14440,automatic,48000,diesel,125,57.6,3.0
1 series,2016-01-01,14670,automatic,26000,petrol,125,54.3,1.5
1 series,2017-01-01,9970,manual,82000,diesel,150,72.4,1.5
3 series,2013-01-01,9940,manual,83000,diesel,30,61.4,2.0
5 series,2016-01-01,15940,automatic,66652,diesel,160,51.4,3.0
3 series,2011-01-01,8470,manual,67869,diesel,125,60.1,2.0
1 series,2009-01-01,4490,manual,79903,diesel,30,62.8,2.0
x5,2017-01-01,29440,automatic,40070,diesel,205,47.1,3.0
3 series,2012-01-01,10240,automatic,37089,petrol,160,47.1,2.0
3 series,2017-01-01,12440,manual,59158,diesel,30,67.3,2.0
6 series,2012-01-01,12970,automatic,50319,diesel,160,51.4,3.0
1 series,2016-01-01,12340,manual,51727,petrol,125,52.3,1.5
x1,2013-01-01,10440,automatic,46217,diesel,165,52.3,2.0
i3,2015-01-01,14940,automatic,59000,other,0,470.8,0.6
4 series,2016-01-01,15440,manual,24083,petrol,160,46.3,2.0
x1,2017-01-01,14940,manual,64235,diesel,125,60.1,2.0
3 series,2015-01-01,11690,automatic,69002,diesel,125,60.1,2.0
3 series,2017-01-01,15940,automatic,32997,diesel,145,67.3,2.0
3 series,2018-01-01,15490,manual,38631,diesel,145,62.8,2.0
1 series,2013-01-01,9270,automatic,53000,diesel,30,62.8,2.0
2 series,2016-01-01,14990,manual,46527,diesel,125,60.1,2.0
3 series,2015-01-01,11970,automatic,89001,diesel,30,64.2,2.0
1 series,2016-01-01,9440,manual,71000,diesel,0,83.1,1.5
3 series,2016-01-01,9790,manual,76218,diesel,30,64.2,2.0
x5,2016-01-01,25940,automatic,76544,diesel,200,47.1,3.0
3 series,2017-01-01,11490,manual,65386,petrol,125,52.3,1.5
3 series,2018-01-01,17240,automatic,40739,diesel,145,64.2,2.0
3 series,2015-01-01,12189,manual,33902,diesel,30,65.7,2.0
1 series,2016-01-01,13299,manual,39077,diesel,30,65.7,2.0
1 series,2017-01-01,12415,manual,17724,diesel,145,83.1,1.5
1 series,2013-01-01,13999,automatic,48828,petrol,235,37.7,3.0
3 series,2016-01-01,17940,automatic,28136,diesel,145,53.3,3.0
4 series,2016-01-01,18970,automatic,43306,diesel,160,51.4,3.0
3 series,2015-01-01,16940,automatic,41115,diesel,165,51.4,3.0
5 series,2014-01-01,13290,automatic,62125,diesel,150,55.4,2.0
x1,2016-01-01,13490,manual,78256,diesel,20,68.9,2.0
z4,2010-01-01,9440,manual,68090,petrol,305,33.2,2.5
3 series,2018-01-01,19940,automatic,27246,diesel,145,64.2,2.0
3 series,2017-01-01,21299,automatic,19351,diesel,145,51.4,3.0
3 series,2014-01-01,12579,automatic,50750,diesel,125,57.6,2.0
1 series,2018-01-01,22000,automatic,18225,petrol,145,32.5,3.0
x1,2016-01-01,17000,manual,31327,diesel,125,58.9,2.0
x1,2017-01-01,17500,automatic,27753,diesel,145,65.7,2.0
x5,2016-01-01,31499,automatic,34367,hybrid,0,85.6,2.0
4 series,2016-01-01,17940,automatic,27069,petrol,165,45.6,2.0
x1,2017-01-01,14470,automatic,80591,diesel,30,65.7,2.0
3 series,2017-01-01,17650,manual,17170,diesel,150,60.1,2.0
1 series,2014-01-01,9250,manual,55760,diesel,30,65.7,2.0
3 series,2015-01-01,16970,automatic,42938,diesel,200,49.6,3.0
1 series,2014-01-01,10670,automatic,53436,diesel,30,64.2,2.0
4 series,2017-01-01,19970,automatic,44558,diesel,145,50.4,3.0
2 series,2017-01-01,17940,manual,9369,diesel,145,60.1,2.0
5 series,2010-01-01,5970,automatic,116882,diesel,150,54.3,2.0
1 series,2015-01-01,9270,manual,62346,diesel,0,78.5,1.5
6 series,2016-01-01,17490,automatic,62156,diesel,200,49.6,3.0
5 series,2011-01-01,8470,automatic,84726,diesel,145,54.3,2.0
5 series,2019-01-01,24970,automatic,10628,petrol,150,47.9,2.0
1 series,2016-01-01,15997,automatic,52874,petrol,235,37.7,3.0
1 series,2017-01-01,11997,manual,10624,diesel,0,83.1,1.5
3 series,2015-01-01,13940,automatic,69986,diesel,145,53.3,3.0
x1,2018-01-01,22470,automatic,9365,petrol,145,44.8,2.0
3 series,2016-01-01,18770,automatic,26108,diesel,145,53.3,3.0
2 series,2018-01-01,16470,semi-auto,18323,diesel,145,56.5,1.5
5 series,2012-01-01,9690,automatic,71375,diesel,125,57.6,2.0
4 series,2018-01-01,22770,automatic,13623,diesel,145,58.9,2.0
3 series,2016-01-01,12970,manual,32046,diesel,20,68.9,2.0
3 series,2017-01-01,14497,manual,61093,petrol,150,45.6,2.0
1 series,2013-01-01,11497,manual,72000,petrol,305,35.3,3.0
x1,2017-01-01,17890,automatic,33124,diesel,125,60.1,2.0
2 series,2017-01-01,13970,manual,27034,petrol,150,48.7,1.5
x2,2019-01-01,23240,manual,4507,petrol,150,41.5,1.5
x5,2015-01-01,25470,automatic,54000,diesel,200,47.1,3.0
2 series,2017-01-01,14270,manual,10874,petrol,125,50.4,1.5
1 series,2016-01-01,10340,manual,38936,diesel,20,72.4,1.5
x4,2017-01-01,22670,automatic,41543,diesel,150,54.3,2.0
7 series,2017-01-01,31250,automatic,27791,diesel,145,53.3,3.0
x1,2018-01-01,22950,automatic,14968,diesel,150,60.1,2.0
3 series,2016-01-01,13190,manual,19871,diesel,20,72.4,2.0
3 series,2015-01-01,14495,automatic,43838,diesel,125,61.4,2.0
3 series,2009-01-01,5995,manual,47125,diesel,125,58.9,2.0
1 series,2015-01-01,10990,manual,69000,diesel,30,62.8,2.0
1 series,2010-01-01,4990,manual,83844,diesel,30,62.8,2.0
x3,2016-01-01,20940,automatic,19000,diesel,150,54.3,2.0
x3,2011-01-01,11940,automatic,72000,diesel,165,50.4,2.0
3 series,2019-01-01,24850,automatic,7438,petrol,145,42.2,2.0
3 series,2019-01-01,24450,automatic,23150,diesel,150,52.3,2.0
x3,2018-01-01,28950,automatic,13200,petrol,150,30.4,2.0
x1,2018-01-01,22900,automatic,10923,petrol,150,37.7,2.0
2 series,2019-01-01,22950,automatic,8225,diesel,150,61.4,2.0
2 series,2018-01-01,19250,automatic,20682,hybrid,140,135.5,1.5
x5,2018-01-01,34650,automatic,15245,diesel,150,47.1,3.0
3 series,2019-01-01,27750,automatic,4879,petrol,150,41.5,2.0
3 series,2015-01-01,14250,automatic,40528,diesel,30,62.8,2.0
5 series,2017-01-01,22350,automatic,30141,diesel,145,60.1,2.0
2 series,2017-01-01,15250,automatic,13311,petrol,145,61.4,2.0
x1,2019-01-01,24950,automatic,7542,diesel,145,60.1,2.0
4 series,2019-01-01,23250,automatic,10847,diesel,145,65.7,2.0
x1,2019-01-01,24950,automatic,9412,diesel,145,60.1,2.0
4 series,2019-01-01,23350,automatic,9564,diesel,145,65.7,2.0
x1,2019-01-01,24950,automatic,7032,diesel,145,60.1,2.0
x2,2019-01-01,26750,automatic,2077,diesel,150,58.9,2.0
x3,2015-01-01,18950,automatic,15131,diesel,150,54.3,2.0
3 series,2016-01-01,14950,automatic,49967,diesel,30,62.8,2.0
x1,2019-01-01,24950,automatic,5217,diesel,145,60.1,2.0
1 series,2018-01-01,16139,manual,5531,petrol,145,37.2,1.5
3 series,2016-01-01,15300,automatic,46626,hybrid,0,134.5,2.0
5 series,2019-01-01,22900,automatic,12568,petrol,145,47.9,2.0
2 series,2017-01-01,15950,automatic,39758,diesel,145,62.8,2.0
5 series,2019-01-01,36250,automatic,8062,diesel,145,51.4,3.0
1 series,2017-01-01,13450,automatic,35835,diesel,150,70.6,2.0
1 series,2019-01-01,23450,automatic,12725,petrol,145,39.8,3.0
x5,2016-01-01,30850,automatic,44316,hybrid,0,85.6,2.0
2 series,2019-01-01,18350,manual,16606,petrol,150,52.3,1.5
z4,2013-01-01,13700,automatic,35554,petrol,205,41.5,2.0
2 series,2017-01-01,16512,automatic,21284,petrol,145,48.7,2.0
4 series,2018-01-01,19495,manual,7621,diesel,150,62.8,2.0
3 series,2018-01-01,17488,manual,29384,petrol,145,47.9,2.0
1 series,2019-01-01,23499,automatic,9112,petrol,145,39.8,3.0
3 series,2014-01-01,11205,manual,47735,petrol,160,44.8,2.0
