date,open,high,low,close,volume,daily_return_pct,daily_range,ma_20,ma_50,ma_200,ema_12,ema_26,macd,macd_signal,bb_upper,bb_lower,bb_width,rsi_14,volume_ma_20,cumulative_return_pct,year,month,quarter,day_of_week
2000-01-31,49.01,49.05,47.7,48.25,965003,-2.898,1.35,51.3435,51.1994,56.2694,49.9577,51.0572,-1.0995,-0.6868,55.6721,47.0149,8.6572,23.0104,1249784.5,177.15,2000,1,1,monday
2000-02-01,48.55,48.75,46.9,47.16,1285101,-2.2591,1.85,50.989,51.1486,56.1579,49.5273,50.7686,-1.2413,-0.7977,55.4738,46.5042,8.9696,22.6769,1218904.85,170.89,2000,2,1,tuesday
2000-02-02,47.65,48.1,47.0,47.66,909008,1.0602,1.1,50.7605,51.1218,56.0377,49.24,50.5383,-1.2983,-0.8978,55.4405,46.0805,9.36,29.0174,1203788.9,173.76,2000,2,1,wednesday
2000-02-03,47.3,48.4,46.65,47.31,1099074,-0.7344,1.75,50.526,51.092,55.9378,48.9431,50.2992,-1.3561,-0.9895,55.4101,45.6419,9.7681,26.2774,1225793.6,171.75,2000,2,1,thursday
2000-02-04,47.01,47.4,46.1,46.99,1234026,-0.6764,1.3,50.2005,51.062,55.8437,48.6426,50.054,-1.4114,-1.0739,55.1176,45.2834,9.8343,20.6799,1213868.75,169.91,2000,2,1,friday
2000-02-07,47.0,47.0,46.05,46.55,665035,-0.9364,0.95,49.8455,51.021,55.7444,48.3207,49.7945,-1.4738,-1.1538,54.7392,44.9518,9.7874,21.8345,1174499.2,167.38,2000,2,1,monday
2000-02-08,46.2,46.65,46.0,46.5,644616,-0.1074,0.65,49.446,51.02,55.6491,48.0406,49.5504,-1.5099,-1.225,54.0385,44.8535,9.185,24.6622,1130562.7,167.1,2000,2,1,tuesday
2000-02-09,46.25,46.48,45.71,46.29,816091,-0.4516,0.77,49.082,51.0138,55.5511,47.7713,49.3089,-1.5377,-1.2876,53.4466,44.7174,8.7292,27.9337,1122823.9,165.89,2000,2,1,wednesday
2000-02-10,45.66,46.6,45.65,46.5,1092424,0.4537,0.95,48.7955,51.0078,55.458,47.5757,49.1009,-1.5252,-1.3351,53.0406,44.5504,8.4903,30.1507,1129021.25,167.1,2000,2,1,thursday
2000-02-11,46.55,46.6,45.8,46.5,1615240,0.0,0.8,48.495,50.9858,55.3654,47.4102,48.9082,-1.498,-1.3677,52.4756,44.5144,7.9613,32.1716,1152759.3,167.1,2000,2,1,friday
2000-02-14,46.1,46.7,45.63,46.35,764273,-0.3226,1.07,48.1525,50.9608,55.2724,47.2471,48.7187,-1.4716,-1.3885,51.5671,44.7379,6.8293,37.1517,1134148.0,166.23,2000,2,1,monday
2000-02-15,45.7,46.29,45.5,45.51,613050,-1.8123,0.79,47.818,50.884,55.1783,46.9798,48.481,-1.5012,-1.411,50.8528,44.7832,6.0696,32.9218,1112419.95,161.41,2000,2,1,tuesday
2000-02-16,45.9,46.2,45.31,46.0,1005124,1.0767,0.89,47.568,50.8298,55.0828,46.8291,48.2972,-1.4682,-1.4224,50.3086,44.8274,5.4812,21.885,1078336.45,164.22,2000,2,1,wednesday
2000-02-17,45.55,47.59,45.46,45.71,1352986,-0.6304,2.13,47.366,50.757,54.9858,46.6569,48.1056,-1.4487,-1.4277,50.0237,44.7083,5.3155,18.8088,1060137.15,162.56,2000,2,1,thursday
2000-02-18,45.7,47.14,45.06,45.55,1725728,-0.35,2.08,47.1605,50.7078,54.886,46.4866,47.9163,-1.4297,-1.4281,49.7045,44.6165,5.0881,23.5294,1071480.0,161.64,2000,2,1,friday
2000-02-21,45.01,45.7,45.01,45.49,486868,-0.1317,0.69,46.977,50.6456,54.7935,46.3333,47.7366,-1.4033,-1.4231,49.442,44.512,4.93,29.4841,1044898.35,161.29,2000,2,1,monday
2000-02-22,45.41,46.35,44.8,45.0,1468243,-1.0772,1.55,46.8265,50.5736,54.7075,46.1282,47.5339,-1.4057,-1.4196,49.3915,44.2615,5.1299,17.2414,1074772.7,158.48,2000,2,1,tuesday
2000-02-23,44.7,45.2,41.38,42.3,3836184,-6.0,3.82,46.5415,50.4576,54.6058,45.5392,47.1462,-1.6069,-1.4571,49.7447,43.3383,6.4064,10.9204,1200540.1,142.97,2000,2,1,wednesday
2000-02-24,41.8,42.15,39.61,39.61,2195606,-6.3593,2.54,46.046,50.2366,54.4881,44.627,46.5879,-1.9609,-1.5579,50.2262,41.8658,8.3604,7.9727,1257563.05,127.52,2000,2,1,thursday
2000-02-25,40.2,41.85,40.11,41.64,1525546,5.125,1.74,45.6435,49.9664,54.3856,44.1675,46.2214,-2.0539,-1.6571,49.8959,41.3911,8.5049,26.3259,1264961.3,139.18,2000,2,1,friday
2000-02-28,41.47,42.59,41.22,42.2,831730,1.3449,1.37,45.341,49.724,54.286,43.8648,45.9235,-2.0587,-1.7374,49.6728,41.0092,8.6635,30.239,1258297.65,142.4,2000,2,1,monday
2000-02-29,42.8,42.8,41.2,41.45,810321,-1.7773,1.6,45.0555,49.4806,54.184,43.4933,45.5922,-2.0989,-1.8097,49.6284,40.4826,9.1458,28.8091,1234558.65,138.09,2000,2,1,tuesday
2000-03-01,42.4,42.85,40.26,40.75,1554588,-1.6888,2.59,44.71,49.206,54.0814,43.0712,45.2335,-2.1622,-1.8802,49.4937,39.9263,9.5673,25.8606,1266837.65,134.07,2000,3,1,wednesday
2000-03-02,40.91,41.77,40.1,41.45,948991,1.7178,1.67,44.417,48.9318,53.9787,42.8218,44.9532,-2.1314,-1.9304,49.2478,39.5862,9.6615,29.9762,1259333.5,138.09,2000,3,1,thursday
2000-03-03,41.7,42.25,40.62,42.25,848369,1.93,1.63,44.18,48.6736,53.8894,42.7339,44.753,-2.0191,-1.9482,48.9439,39.4161,9.5278,34.54,1240050.65,142.68,2000,3,1,friday
2000-03-06,42.79,42.79,41.26,41.67,508528,-1.3728,1.53,43.936,48.401,53.7999,42.5702,44.5246,-1.9544,-1.9494,48.6887,39.1833,9.5053,35.2308,1232225.3,139.35,2000,3,1,monday
2000-03-07,41.0,41.82,40.01,40.28,991839,-3.3357,1.81,43.625,48.0816,53.7004,42.2178,44.2102,-1.9924,-1.958,48.4841,38.7659,9.7181,29.4245,1249586.45,131.37,2000,3,1,tuesday
2000-03-08,40.0,41.65,40.0,41.4,1148932,2.7805,1.65,43.3805,47.7902,53.6054,42.092,44.002,-1.91,-1.9484,48.1665,38.5945,9.572,35.37,1266228.5,137.8,2000,3,1,wednesday
2000-03-09,41.75,41.75,40.56,41.25,1041304,-0.3623,1.19,43.118,47.5072,53.5096,41.9625,43.7982,-1.8357,-1.9259,47.7572,38.4788,9.2785,35.394,1263672.5,136.94,2000,3,1,thursday
2000-03-10,41.25,41.5,40.35,41.01,579379,-0.5818,1.15,42.8435,47.2194,53.4107,41.8159,43.5917,-1.7757,-1.8958,47.2857,38.4013,8.8843,34.9664,1211879.45,135.56,2000,3,1,friday
2000-03-13,41.4,41.94,40.64,41.6,672751,1.4387,1.3,42.606,46.936,53.3117,41.7827,43.4441,-1.6614,-1.849,46.7572,38.4548,8.3024,38.6667,1207303.35,138.95,2000,3,1,monday
2000-03-14,41.6,42.94,41.6,42.36,1117299,1.8269,1.34,42.4485,46.6982,53.2126,41.8715,43.3638,-1.4923,-1.7776,46.3684,38.5286,7.8397,50.2297,1232515.8,143.32,2000,3,1,tuesday
2000-03-15,42.41,43.87,42.04,42.91,1458647,1.2984,1.83,42.294,46.5118,53.1172,42.0313,43.3302,-1.2989,-1.6819,45.8513,38.7367,7.1145,65.1099,1255191.95,146.47,2000,3,1,wednesday
2000-03-16,43.65,44.85,43.4,44.58,1807677,3.8919,1.45,42.2375,46.3634,53.0256,42.4234,43.4228,-0.9994,-1.5454,45.5967,38.8783,6.7184,63.9204,1277926.5,156.07,2000,3,1,thursday
2000-03-17,45.25,45.67,43.45,43.99,16139613,-1.3235,2.22,42.1595,46.1732,52.9358,42.6644,43.4648,-0.8004,-1.3964,45.2571,39.0619,6.1952,58.4514,1998620.75,152.68,2000,3,1,friday
2000-03-20,44.49,44.6,43.3,43.86,641555,-0.2955,1.3,42.078,45.9774,52.8421,42.8484,43.4941,-0.6457,-1.2462,44.8781,39.2779,5.6003,62.0862,2006355.1,151.93,2000,3,1,monday
2000-03-21,44.3,44.3,43.44,43.95,472741,0.2052,0.86,42.0255,45.7666,52.7483,43.0178,43.5278,-0.51,-1.099,44.6273,39.4237,5.2036,67.094,1956580.0,152.45,2000,3,1,tuesday
2000-03-22,44.0,44.4,43.51,44.0,532532,0.1138,0.89,42.1105,45.5752,52.6402,43.1689,43.5628,-0.3939,-0.958,44.8571,39.3639,5.4932,64.6383,1791397.4,152.74,2000,3,1,wednesday
2000-03-23,44.39,44.7,43.15,44.2,1206945,0.4545,1.55,42.34,45.4146,52.5293,43.3276,43.61,-0.2824,-0.8229,44.9715,39.7085,5.2631,62.0222,1741964.35,153.88,2000,3,1,thursday
2000-03-24,44.79,45.74,44.2,44.5,1255589,0.6787,1.54,42.483,45.2544,52.4167,43.5079,43.6759,-0.168,-0.6919,45.2611,39.7049,5.5563,68.0715,1728466.5,155.61,2000,3,1,friday
2000-03-27,45.15,46.55,44.81,45.1,1600721,1.3483,1.74,42.628,45.0924,52.3172,43.7529,43.7814,-0.0286,-0.5592,45.6371,39.6189,6.0181,84.2329,1766916.05,159.05,2000,3,1,monday
2000-03-28,45.5,46.29,44.97,45.05,1071193,-0.1109,1.32,42.808,44.9494,52.2081,43.9524,43.8754,0.077,-0.432,45.9482,39.6678,6.2804,80.5695,1779959.65,158.77,2000,3,1,tuesday
2000-03-29,45.5,46.17,45.4,45.95,685852,1.9978,0.77,43.068,44.8484,52.1098,44.2597,44.0291,0.2307,-0.2994,46.3487,39.7873,6.5614,84.9702,1736522.85,163.94,2000,3,1,wednesday
2000-03-30,46.0,47.09,44.96,45.0,1123053,-2.0675,2.13,43.2455,44.7534,52.0192,44.3736,44.101,0.2726,-0.185,46.5417,39.9493,6.5924,76.8506,1745225.95,158.48,2000,3,1,thursday
2000-03-31,45.7,46.0,44.71,45.85,697448,1.8889,1.29,43.4255,44.6772,51.9364,44.6008,44.2305,0.3702,-0.074,46.8821,39.9689,6.9132,77.6333,1737679.9,163.36,2000,3,1,friday
2000-04-03,46.0,46.0,43.51,44.35,936565,-3.2715,2.49,43.5595,44.581,51.8456,44.5622,44.2394,0.3228,0.0054,46.9364,40.1826,6.7538,61.8031,1759081.75,154.75,2000,4,2,monday
2000-04-04,44.25,44.62,43.36,44.05,999619,-0.6764,1.26,43.748,44.5018,51.7499,44.4834,44.2254,0.258,0.0559,46.7547,40.7413,6.0134,56.9682,1759470.75,153.02,2000,4,2,tuesday
2000-04-05,43.92,44.66,42.3,43.2,1250410,-1.9296,2.36,43.838,44.4058,51.6529,44.2859,44.1494,0.1365,0.072,46.6502,41.0258,5.6245,40.625,1764544.65,148.14,2000,4,2,wednesday
2000-04-06,43.99,43.99,42.11,43.29,688502,0.2083,1.88,43.94,44.2812,51.5568,44.1327,44.0858,0.047,0.067,46.4931,41.3869,5.1061,44.8979,1746904.55,148.66,2000,4,2,thursday
2000-04-07,43.0,43.25,42.02,42.99,560984,-0.693,1.23,44.039,44.1472,51.4548,43.9569,44.0046,-0.0477,0.0441,46.2434,41.8346,4.4088,43.8122,1745984.8,146.93,2000,4,2,friday
2000-04-10,42.95,43.5,42.76,42.92,592924,-0.1628,0.74,44.105,44.0406,51.3619,43.7974,43.9242,-0.1269,0.0099,46.0678,42.1422,3.9255,42.6533,1741993.45,146.53,2000,4,2,monday
2000-04-11,42.9,43.1,41.9,42.15,700575,-1.794,1.2,44.0945,43.9404,51.2643,43.5439,43.7928,-0.2489,-0.0419,46.0984,42.0906,4.0077,38.0336,1721157.25,142.11,2000,4,2,tuesday
2000-04-12,42.4,42.75,41.61,41.9,889251,-0.5931,1.14,44.044,43.8252,51.1571,43.291,43.6526,-0.3616,-0.1058,46.2173,41.8707,4.3466,35.2185,1692687.45,140.67,2000,4,2,wednesday
2000-04-13,41.5,42.5,41.38,42.5,688062,1.432,1.12,43.94,43.729,51.0556,43.1693,43.5672,-0.3979,-0.1642,46.2025,41.6775,4.5251,37.6238,1636706.7,144.12,2000,4,2,thursday
2000-04-14,42.25,42.4,41.25,41.25,744425,-2.9412,1.15,43.803,43.6142,50.9509,42.8741,43.3956,-0.5215,-0.2357,46.3648,41.2412,5.1236,27.9496,866947.3,136.94,2000,4,2,friday
2000-04-17,40.51,41.5,40.5,41.4,891050,0.3636,1.0,43.68,43.5112,50.8469,42.6473,43.2478,-0.6005,-0.3086,46.4574,40.9026,5.5549,29.3318,879422.05,137.8,2000,4,2,monday
2000-04-18,41.7,41.88,40.6,41.37,613033,-0.0725,1.28,43.551,43.4086,50.7398,42.4508,43.1087,-0.6579,-0.3785,46.5094,40.5926,5.9168,21.2311,886436.65,137.63,2000,4,2,tuesday
2000-04-19,41.39,41.8,40.4,41.0,585747,-0.8944,1.4,43.401,43.3028,50.633,42.2276,42.9525,-0.7249,-0.4478,46.5609,40.2411,6.3198,22.8997,889097.4,135.5,2000,4,2,wednesday
2000-04-20,41.3,42.1,41.14,41.5,718732,1.2195,0.96,43.266,43.2028,50.5307,42.1156,42.8449,-0.7292,-0.5041,46.5117,40.0203,6.4914,19.0612,864686.75,138.38,2000,4,2,thursday
2000-04-21,41.5,41.5,41.5,41.5,0,0.0,0.0,43.116,43.1028,50.4287,42.0209,42.7453,-0.7243,-0.5481,46.3987,39.8333,6.5654,24.2315,801907.3,138.38,2000,4,2,friday
2000-04-24,41.5,41.5,41.5,41.5,0,0.0,0.0,42.936,43.0058,50.3273,41.9408,42.653,-0.7122,-0.5809,46.1548,39.7172,6.4376,25.6214,721871.25,138.38,2000,4,2,monday
2000-04-25,41.99,42.75,41.0,42.25,597428,1.8072,1.75,42.796,42.9406,50.2358,41.9884,42.6232,-0.6348,-0.5917,45.8679,39.7241,6.1437,40.7407,698183.0,142.68,2000,4,2,tuesday
2000-04-26,42.6,42.75,42.11,42.35,554988,0.2367,0.64,42.616,42.8676,50.1518,42.044,42.6029,-0.5589,-0.5852,45.3081,39.9239,5.3843,40.856,691639.8,143.26,2000,4,2,wednesday
2000-04-27,42.5,42.68,41.38,41.7,656820,-1.5348,1.3,42.451,42.7874,50.0688,41.9911,42.536,-0.545,-0.5771,44.9235,39.9785,4.9449,38.2514,668328.15,139.52,2000,4,2,thursday
2000-04-28,41.77,41.98,41.2,41.5,724952,-0.4796,0.78,42.2335,42.7064,49.9928,41.9155,42.4593,-0.5438,-0.5705,44.1497,40.3173,3.8325,37.3666,669703.35,138.38,2000,4,2,friday
2000-05-01,41.5,41.5,41.5,41.5,0,0.0,0.0,42.091,42.6266,49.9165,41.8516,42.3882,-0.5366,-0.5637,43.7513,40.4307,3.3207,43.2989,622875.1,138.38,2000,5,2,monday
2000-05-02,41.57,42.7,41.57,42.02,1004392,1.253,1.13,41.9895,42.567,49.8461,41.8775,42.361,-0.4835,-0.5476,43.3702,40.6088,2.7615,51.1719,623113.75,141.36,2000,5,2,tuesday
2000-05-03,42.0,44.3,42.0,43.5,1600037,3.5221,2.3,42.0045,42.591,49.7786,42.1271,42.4453,-0.3182,-0.5018,43.4458,40.5632,2.8826,58.3333,640595.1,149.86,2000,5,2,wednesday
2000-05-04,43.88,46.15,43.51,45.9,2065412,5.5172,2.64,42.135,42.7168,49.7225,42.7076,42.7012,0.0063,-0.4001,44.3378,39.9322,4.4057,82.5175,709440.6,163.65,2000,5,2,thursday
2000-05-05,46.0,46.8,45.67,46.8,1667462,1.9608,1.13,42.3255,42.82,49.679,43.3372,43.0049,0.3323,-0.2537,45.3466,39.3044,6.0423,84.1772,764764.5,168.82,2000,5,2,friday
2000-05-08,46.45,47.08,45.8,47.05,1215631,0.5342,1.28,42.532,42.917,49.6336,43.9084,43.3045,0.6039,-0.0821,46.2161,38.8479,7.3682,84.9754,795899.85,170.25,2000,5,2,monday
2000-05-09,46.81,49.0,46.17,49.0,3296374,4.1445,2.83,42.8745,43.068,49.5973,44.6917,43.7264,0.9653,0.1273,47.5495,38.1995,9.3499,91.2371,925689.8,181.46,2000,5,2,tuesday
2000-05-10,48.6,48.88,46.21,47.0,1845110,-4.0816,2.67,43.1295,43.193,49.5548,45.0468,43.9689,1.078,0.3175,48.126,38.133,9.9929,74.5536,973482.75,169.97,2000,5,2,wednesday
2000-05-11,46.0,47.76,46.0,47.5,947375,1.0638,1.76,43.3795,43.314,49.5153,45.4242,44.2304,1.1938,0.4927,48.7311,38.0279,10.7031,75.641,986448.4,172.84,2000,5,2,thursday
2000-05-12,47.23,47.36,45.85,46.3,690539,-2.5263,1.51,43.632,43.395,49.48,45.559,44.3837,1.1752,0.6292,49.0368,38.2272,10.8096,68.6047,983754.1,165.95,2000,5,2,friday
2000-05-15,46.3,46.79,45.95,46.41,792903,0.2376,0.84,43.8825,43.4898,49.4433,45.6899,44.5338,1.1561,0.7346,49.3161,38.4489,10.8671,66.9657,978846.75,166.58,2000,5,2,monday
2000-05-16,46.5,47.89,46.5,47.5,974930,2.3486,1.39,44.189,43.6342,49.4123,45.9684,44.7535,1.2148,0.8306,49.7166,38.6614,11.0551,69.434,996941.6,172.84,2000,5,2,tuesday
2000-05-17,47.02,47.39,45.91,46.11,717060,-2.9263,1.48,44.4445,43.7284,49.3769,45.9902,44.854,1.1361,0.8917,49.8218,39.0672,10.7545,65.7613,1003507.25,164.86,2000,5,2,wednesday
2000-05-18,46.01,46.55,43.15,44.83,1328148,-2.776,3.4,44.611,43.8,49.3337,45.8117,44.8522,0.9594,0.9053,49.8076,39.4144,10.3931,61.0484,1033978.05,157.5,2000,5,2,thursday
2000-05-19,44.9,45.05,43.78,44.3,1096969,-1.1823,1.27,44.751,43.8658,49.2879,45.5791,44.8113,0.7678,0.8778,49.7415,39.7605,9.9809,58.9744,1088826.5,154.46,2000,5,2,friday
2000-05-22,44.47,45.23,43.85,44.68,960099,0.8578,1.38,44.91,43.9274,49.2385,45.4408,44.8016,0.6392,0.8301,49.6612,40.1588,9.5025,58.6028,1136831.45,156.64,2000,5,2,monday
2000-05-23,44.68,45.05,43.62,44.72,1348487,0.0895,1.43,45.0335,43.9746,49.1881,45.3299,44.7956,0.5343,0.7709,49.6191,40.4479,9.1713,54.3509,1174384.4,156.87,2000,5,2,tuesday
2000-05-24,43.19,44.36,43.19,44.0,774805,-1.61,1.17,45.116,43.9964,49.1328,45.1253,44.7366,0.3887,0.6945,49.5554,40.6766,8.8788,42.3015,1185375.25,152.74,2000,5,2,wednesday
2000-05-25,44.0,44.11,43.17,43.6,436814,-0.9091,0.94,45.211,43.9768,49.0746,44.8906,44.6524,0.2382,0.6032,49.4178,41.0042,8.4136,36.4865,1174374.95,150.44,2000,5,2,thursday
2000-05-26,43.16,44.0,42.61,43.4,504951,-0.4587,1.39,45.306,43.965,49.0176,44.6613,44.5597,0.1016,0.5029,49.2367,41.3753,7.8614,34.5208,1163374.9,149.29,2000,5,2,friday
2000-05-29,43.53,44.05,43.12,43.42,211507,0.0461,0.93,45.402,43.9562,48.9594,44.4703,44.4752,-0.0049,0.4013,49.0229,41.7811,7.2418,21.7038,1173950.25,149.4,2000,5,2,monday
2000-05-30,44.0,44.0,43.1,43.69,437089,0.6218,0.9,45.4855,43.951,48.9004,44.3503,44.4171,-0.0668,0.3077,48.8457,42.1253,6.7203,29.6433,1145585.1,150.95,2000,5,2,tuesday
2000-05-31,43.99,43.99,43.05,43.05,489977,-1.4649,0.94,45.463,43.932,48.8407,44.1502,44.3158,-0.1656,0.2131,48.8846,42.0414,6.8432,23.0955,1090082.1,147.28,2000,5,2,wednesday
2000-06-01,43.39,44.15,43.39,43.84,371432,1.8351,0.76,45.36,43.9248,48.7819,44.1025,44.2806,-0.1781,0.1348,48.8496,41.8704,6.9791,34.3512,1005383.1,151.82,2000,6,2,thursday
2000-06-02,43.99,43.99,42.85,42.85,672029,-2.2582,1.14,45.1625,43.8918,48.71,43.9098,44.1746,-0.2648,0.0549,48.7545,41.5705,7.184,29.6339,955611.45,146.13,2000,6,2,friday
2000-06-05,43.0,43.85,42.55,43.02,695916,0.3967,1.3,44.961,43.8502,48.6326,43.7729,44.0891,-0.3162,-0.0193,48.5593,41.3627,7.1967,21.3555,929625.7,147.11,2000,6,2,monday
2000-06-06,43.56,43.6,42.43,42.95,682209,-0.1627,1.17,44.6585,43.8082,48.5556,43.6463,44.0047,-0.3584,-0.0871,47.8176,41.4994,6.3181,25.6923,798917.45,146.7,2000,6,2,tuesday
2000-06-07,42.88,43.3,42.4,42.97,605892,0.0466,0.9,44.457,43.7486,48.488,43.5423,43.9281,-0.3858,-0.1469,47.4992,41.4148,6.0843,32.2519,736956.55,146.82,2000,6,2,wednesday
2000-06-08,43.1,43.4,42.22,42.52,869409,-1.0472,1.18,44.208,43.699,48.4166,43.385,43.8238,-0.4388,-0.2052,47.0069,41.4091,5.5979,32.752,733058.25,144.23,2000,6,2,thursday
2000-06-09,43.0,43.0,42.13,42.35,425348,-0.3998,0.87,44.0105,43.629,48.3508,43.2258,43.7146,-0.4888,-0.262,46.7446,41.2764,5.4682,26.4646,719798.7,143.26,2000,6,2,friday
2000-06-12,42.69,42.81,42.01,42.5,125851,0.3542,0.8,43.815,43.592,48.2799,43.1141,43.6246,-0.5105,-0.3117,46.3806,41.2494,5.1313,28.0633,686446.1,144.12,2000,6,2,monday
2000-06-13,42.45,43.2,42.13,42.65,491744,0.3529,1.07,43.5725,43.564,48.2052,43.0427,43.5524,-0.5097,-0.3513,45.5121,41.6329,3.8791,34.9666,662286.8,144.98,2000,6,2,tuesday
2000-06-14,43.18,43.18,42.12,42.41,487824,-0.5627,1.06,43.3875,43.5482,48.1265,42.9454,43.4678,-0.5224,-0.3855,44.9833,41.7917,3.1917,36.2587,650825.0,143.6,2000,6,2,wednesday
2000-06-15,42.67,42.67,41.81,42.16,634824,-0.5895,0.86,43.254,43.5256,48.0463,42.8245,43.3709,-0.5464,-0.4177,44.7872,41.7208,3.0665,35.8448,616158.8,142.17,2000,6,2,thursday
2000-06-16,42.0,42.4,40.0,40.0,7874917,-5.1233,2.4,43.039,43.4658,47.9548,42.39,43.1212,-0.7312,-0.4804,45.0774,41.0006,4.0768,23.7731,955056.2,129.76,2000,6,2,friday
2000-06-19,41.35,41.84,40.11,40.61,1314922,1.525,1.73,42.8355,43.4196,47.8659,42.1162,42.9352,-0.8191,-0.5481,44.9932,40.6778,4.3155,27.5511,972797.35,133.26,2000,6,2,monday
2000-06-20,40.71,40.9,39.91,40.24,993781,-0.9111,0.99,42.6115,43.3814,47.777,41.8275,42.7356,-0.9081,-0.6201,44.8732,40.3498,4.5233,28.6799,955062.05,131.14,2000,6,2,tuesday
2000-06-21,40.13,40.48,39.85,39.88,703816,-0.8946,0.63,42.4055,43.341,47.6929,41.5279,42.524,-0.9961,-0.6953,44.8756,39.9354,4.9402,17.8572,951512.6,129.07,2000,6,2,wednesday
2000-06-22,39.92,40.18,39.0,39.53,722622,-0.8776,1.18,42.202,43.2816,47.6117,41.2205,42.3023,-1.0817,-0.7726,44.9163,39.4877,5.4286,19.9276,965803.0,127.06,2000,6,2,thursday
2000-06-23,39.45,39.94,39.05,39.05,779767,-1.2143,0.89,41.9845,43.2376,47.5324,40.8866,42.0614,-1.1748,-0.853,44.9774,38.9916,5.9859,15.952,979543.8,124.3,2000,6,2,friday
2000-06-26,39.49,40.38,39.4,39.53,710015,1.2292,0.98,41.79,43.2002,47.4591,40.6779,41.8738,-1.196,-0.9216,44.8937,38.6863,6.2074,22.5962,1004469.2,127.06,2000,6,2,monday
2000-06-27,39.55,40.29,39.31,39.41,442284,-0.3036,0.98,41.576,43.161,47.3797,40.4828,41.6913,-1.2085,-0.979,44.7181,38.4339,6.2841,21.9243,1004728.95,126.37,2000,6,2,tuesday
2000-06-28,39.55,40.09,39.25,39.92,477679,1.2941,0.84,41.4195,43.1394,47.3077,40.3962,41.5601,-1.1639,-1.016,44.5642,38.2748,6.2895,29.6875,1004114.05,129.3,2000,6,2,wednesday
2000-06-29,40.2,40.28,39.42,39.47,591490,-1.1272,0.86,41.201,43.0988,47.2375,40.2537,41.4053,-1.1516,-1.0431,44.2432,38.1588,6.0844,28.4431,1015116.95,126.72,2000,6,2,thursday
2000-06-30,40.2,40.5,39.51,39.69,783226,0.5574,0.99,41.043,43.0626,47.17,40.167,41.2782,-1.1112,-1.0567,44.0527,38.0333,6.0193,29.1852,1020676.8,127.98,2000,6,2,friday
2000-07-03,40.2,40.2,39.16,39.8,686244,0.2771,1.04,40.882,43.0286,47.1045,40.1105,41.1687,-1.0582,-1.057,43.7891,37.9749,5.8142,28.763,1020193.2,128.61,2000,7,3,monday
2000-07-04,39.5,40.45,39.4,40.1,675424,0.7538,1.05,40.7395,42.9856,47.0345,40.1089,41.0896,-0.9807,-1.0417,43.4953,37.9837,5.5115,32.9394,1019853.95,130.33,2000,7,3,tuesday
2000-07-05,40.1,41.37,40.1,41.0,990949,2.2444,1.27,40.641,42.9586,46.977,40.246,41.0829,-0.8369,-1.0008,43.1945,38.0875,5.107,42.1833,1039106.8,135.5,2000,7,3,wednesday
2000-07-06,40.6,41.3,40.31,40.75,651250,-0.6098,0.99,40.5525,42.9396,46.9174,40.3236,41.0583,-0.7347,-0.9476,42.9497,38.1553,4.7944,56.8058,1028198.85,134.07,2000,7,3,thursday
2000-07-07,40.7,41.43,40.2,40.86,692688,0.2699,1.23,40.478,42.9268,46.8577,40.4061,41.0436,-0.6375,-0.8856,42.7281,38.2279,4.5002,52.495,1041565.85,134.7,2000,7,3,friday
2000-07-10,41.38,41.45,40.81,41.15,428066,0.7097,0.64,40.4105,42.9198,46.7995,40.5205,41.0515,-0.5309,-0.8146,42.4788,38.3422,4.1367,59.2292,1056676.6,136.37,2000,7,3,monday
2000-07-11,41.02,41.52,40.44,40.79,679873,-0.8749,1.08,40.3175,42.8952,46.7387,40.562,41.0321,-0.4701,-0.7457,42.1108,38.5242,3.5867,59.2292,1066083.05,134.3,2000,7,3,tuesday
2000-07-12,40.74,40.93,40.25,40.57,381998,-0.5394,0.68,40.2255,42.8366,46.675,40.5632,40.9979,-0.4347,-0.6835,41.7328,38.7182,3.0146,60.8334,1060791.75,133.03,2000,7,3,wednesday
2000-07-13,40.74,40.93,39.79,40.47,821542,-0.2465,1.14,40.141,42.728,46.6148,40.5489,40.9588,-0.4099,-0.6288,41.3521,38.9299,2.4221,66.0634,1070127.65,132.46,2000,7,3,thursday
2000-07-14,40.39,40.39,39.36,39.94,1177743,-1.3096,1.03,40.138,42.5908,46.5515,40.4552,40.8833,-0.4281,-0.5887,41.3508,38.9252,2.4257,54.5861,735268.95,129.41,2000,7,3,friday
2000-07-17,40.39,41.3,40.31,40.96,1628326,2.5538,0.99,40.1555,42.469,46.4955,40.5329,40.889,-0.3561,-0.5421,41.4065,38.9045,2.502,64.432,750939.15,135.27,2000,7,3,monday
2000-07-18,40.65,43.15,40.62,42.8,1845956,4.4922,2.53,40.2835,42.345,46.448,40.8817,41.0305,-0.1489,-0.4635,42.0059,38.561,3.4449,71.4925,793547.9,145.84,2000,7,3,tuesday
2000-07-19,42.75,44.92,42.75,44.17,3205141,3.2009,2.17,40.498,42.2884,46.4123,41.3876,41.2631,0.1245,-0.3459,42.9309,38.0651,4.8657,80.8399,918614.15,153.71,2000,7,3,wednesday
2000-07-20,44.42,45.92,43.83,45.48,2450598,2.9658,2.09,40.7955,42.248,46.3838,42.0172,41.5755,0.4417,-0.1884,44.0473,37.5437,6.5036,83.2376,1005012.95,161.24,2000,7,3,thursday
