date,open,high,low,close,volume,daily_return_pct,daily_range,ma_20,ma_50,ma_200,ema_12,ema_26,macd,macd_signal,bb_upper,bb_lower,bb_width,rsi_14,volume_ma_20,cumulative_return_pct,year,month,quarter,day_of_week
1995-04-07,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,0.0,0.0,0.0,17.6136,17.5233,0.0903,0.0501,0.0,0.0,0.0,0.0,0.0,1.91,1995,4,2,friday
1995-04-10,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,0.0,0.0,0.0,17.6333,17.5395,0.0938,0.0589,0.0,0.0,0.0,0.0,0.0,1.91,1995,4,2,monday
1995-04-11,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,0.0,0.0,0.0,17.65,17.5545,0.0955,0.0662,0.0,0.0,0.0,0.0,0.0,1.91,1995,4,2,tuesday
1995-04-12,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,0.0,0.0,0.0,17.6641,17.5684,0.0958,0.0721,0.0,0.0,0.0,0.0,0.0,1.91,1995,4,2,wednesday
1995-04-13,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,0.0,0.0,0.0,17.6761,17.5812,0.0949,0.0767,0.0,0.0,0.0,72.4133,0.0,1.91,1995,4,2,thursday
1995-04-14,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,0.0,0.0,0.0,17.6862,17.5931,0.0931,0.0799,0.0,0.0,0.0,100.0,0.0,1.91,1995,4,2,friday
1995-04-17,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,0.0,0.0,0.0,17.6947,17.6041,0.0906,0.0821,0.0,0.0,0.0,100.0,0.0,1.91,1995,4,2,monday
1995-04-18,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,0.0,0.0,0.0,17.702,17.6143,0.0877,0.0832,0.0,0.0,0.0,100.0,0.0,1.91,1995,4,2,tuesday
1995-04-19,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,0.0,0.0,0.0,17.7081,17.6238,0.0843,0.0834,0.0,0.0,0.0,0.0,0.0,1.91,1995,4,2,wednesday
1995-04-20,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,17.6447,0.0,0.0,17.7133,17.6325,0.0808,0.0829,18.0515,17.2378,0.8137,0.0,0.5,1.91,1995,4,2,thursday
1995-04-21,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,17.6613,0.0,0.0,17.7177,17.6406,0.0771,0.0817,18.0546,17.268,0.7866,0.0,0.5,1.91,1995,4,2,friday
1995-04-24,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,17.6881,0.0,0.0,17.7214,17.6481,0.0733,0.08,18.0186,17.3577,0.6609,0.0,0.5,1.91,1995,4,2,monday
1995-04-25,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,17.715,0.0,0.0,17.7245,17.655,0.0695,0.0779,17.955,17.4749,0.4801,0.0,0.5,1.91,1995,4,2,tuesday
1995-04-26,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,17.7418,0.0,0.0,17.7272,17.6615,0.0657,0.0755,17.7418,17.7418,0.0,0.0,0.5,1.91,1995,4,2,wednesday
1995-04-27,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,17.7418,0.0,0.0,17.7294,17.6674,0.062,0.0728,17.7418,17.7418,0.0,0.0,0.0,1.91,1995,4,2,thursday
1995-04-28,17.7418,17.7418,17.7418,17.7418,0,0.0,0.0,17.7418,0.0,0.0,17.7313,17.6729,0.0584,0.0699,17.7418,17.7418,0.0,0.0,0.0,1.91,1995,4,2,friday
